token,sentence_id,predicted_label,gold_label
be,562,Predicate,other
.,562,other,other
diabetes,563,Subject,Subject
can,563,Predicate,Predicate
cause,563,Predicate,Predicate
fluid,563,Object,Object
retention,563,Object,Object
which,563,Object,other
results,563,Predicate,other
in,563,Predicate,other
swelling,563,Object,other
.,563,other,other
diabetes,564,Subject,other
can,564,Predicate,other
cause,564,Predicate,other
fluid,564,Object,Subject
retention,564,Object,Subject
which,564,other,other
results,564,Predicate,Predicate
in,564,other,Predicate
swelling,564,Object,Object
.,564,other,other
however,565,other,other
",",565,other,other
it,565,Subject,other
is,565,Predicate,other
also,565,Predicate,other
possible,565,Predicate,other
that,565,other,other
it,565,Subject,Subject
could,565,Predicate,Predicate
be,565,Predicate,Predicate
a,565,Object,Object
sign,565,Object,Object
of,565,Object,Object
kidney,565,Object,Object
issues,565,Object,Object
or,565,other,Object
poor,565,Object,Object
circulation,565,Object,Object
",",565,other,other
both,565,other,other
of,565,other,other
which,565,other,other
could,565,Predicate,other
be,565,Predicate,other
related,565,Predicate,other
to,565,Predicate,other
prolonged,565,Object,other
high,565,Object,other
blood,565,Object,other
sugar,565,Object,other
levels,565,Object,other
.,565,other,other
however,566,other,other
",",566,other,other
it,566,Subject,other
is,566,Predicate,other
also,566,Predicate,other
possible,566,Predicate,other
that,566,other,other
it,566,Subject,other
could,566,Predicate,other
be,566,Predicate,other
a,566,Object,other
sign,566,Object,other
of,566,Object,other
kidney,566,Object,Subject
issues,566,Object,Subject
or,566,other,Subject
poor,566,Object,Subject
circulation,566,Object,Subject
",",566,other,other
both,566,other,other
of,566,other,other
which,566,other,other
could,566,Predicate,Predicate
be,566,Predicate,Predicate
related,566,Predicate,Predicate
to,566,Predicate,Predicate
prolonged,566,Object,Object
high,566,Object,Object
blood,566,Object,Object
sugar,566,Object,Object
levels,566,Object,Object
.,566,other,other
p,567,other,other
:,567,other,other
i,567,other,other
see,567,other,other
.,567,other,other
should,568,Predicate,other
i,568,Subject,other
be,568,Predicate,other
worried,568,other,other
?,568,other,other
a,569,other,other
:,569,other,other
not,569,other,other
necessarily,569,other,other
.,569,other,other
it,570,Subject,other
is,570,Predicate,Predicate
essential,570,Object,Object
to,570,Predicate,Subject
monitor,570,Predicate,Subject
it,570,Object,Subject
",",570,other,other
though,570,other,other
.,570,other,other
if,571,other,Object
the,571,Subject,Object
swelling,571,Subject,Object
worse,571,Predicate,Object
",",571,other,other
or,571,other,Object
is,571,Predicate,Object
accompanied,571,Predicate,Object
by,571,Predicate,Object
other,571,Object,Object
symptoms,571,Object,Object
like,571,Object,Object
pain,571,Object,Object
or,571,other,Object
warmth,571,Object,Object
in,571,Object,Object
the,571,Object,Object
area,571,Object,Object
",",571,other,other
you,571,Subject,Subject
should,571,Predicate,Predicate
reach,571,Predicate,Predicate
out,571,Predicate,Predicate
to,571,Predicate,Predicate
your,571,Object,Predicate
doctor,571,Object,Predicate
promptly,571,Object,Predicate
.,571,other,other
p,572,other,other
:,572,other,other
okay,572,other,other
",",572,other,other
i,572,other,other
will,572,other,other
take,572,other,other
note,572,other,other
of,572,other,other
that,572,other,other
.,572,other,other
is,573,Predicate,other
there,573,Subject,other
anything,573,Object,other
i,573,Subject,other
can,573,Predicate,other
do,573,Predicate,other
to,573,Predicate,other
reduce,573,Predicate,other
the,573,Object,other
swelling,573,Object,other
?,573,other,other
a,574,other,other
:,574,other,other
el,574,Predicate,Subject
a,558,other,other
great,558,Object,other
job,558,Object,other
managing,558,Predicate,other
your,558,Object,other
diabetes,558,Object,other
",",558,other,other
johan,558,other,other
.,558,other,other
taking,559,Subject,Subject
your,559,Subject,Subject
concerns,559,Subject,Subject
to,559,Subject,Subject
your,559,Object,Subject
doctor,559,Object,Subject
is,559,Predicate,Predicate
definitely,559,Predicate,other
the,559,Object,Object
right,559,Object,Object
step,559,Object,Object
.,559,other,other
p,560,other,other
:,560,other,other
i,560,Subject,Subject
have,560,Predicate,Predicate
had,560,Predicate,Predicate
slightly,560,Object,Object
swollen,560,Object,Object
feet,560,Object,Object
recently,560,Object,Object
.,560,other,other
could,561,Predicate,Predicate
it,561,Subject,Subject
be,561,Predicate,Predicate
related,561,Predicate,Predicate
to,561,Predicate,Predicate
my,561,Object,Object
diabetes,561,Object,Object
?,561,other,other
a,562,other,other
:,562,other,other
yes,562,other,other
",",562,other,other
johan,562,other,other
",",562,other,other
it,562,Subject,other
could,562,Predicate,other
be,562,Predicate,other
.,562,other,other
diabetes,563,Subject,Subject
can,563,Predicate,Predicate
cause,563,Predicate,Predicate
fluid,563,Object,Object
retention,563,Object,Object
which,563,Object,other
results,563,Predicate,other
in,563,Predicate,other
swelling,563,Object,other
.,563,other,other
diabetes,564,Subject,other
can,564,Predicate,other
cause,564,Predicate,other
fluid,564,other,Subject
retention,564,other,Subject
which,564,other,other
results,564,Predicate,Predicate
in,564,Predicate,Predicate
swelling,564,Object,Object
.,564,other,other
however,565,other,other
",",565,other,other
it,565,other,other
is,565,Predicate,other
also,565,Predicate,other
possible,565,Predicate,other
that,565,other,other
it,565,Subject,Subject
could,565,Predicate,Predicate
be,565,Predicate,Predicate
a,565,Object,Object
sign,565,Object,Object
of,565,Object,Object
kidney,565,Object,Object
issues,565,Object,Object
or,565,other,Object
poor,565,Object,Object
circulation,565,Object,Object
",",565,other,other
both,565,other,other
of,565,other,other
which,565,other,other
could,565,Predicate,other
be,565,Predicate,other
related,565,Predicate,other
to,565,Predicate,other
prolonged,565,Object,other
high,565,Object,other
blood,565,Object,other
sugar,565,Object,other
levels,565,Object,other
.,565,other,other
however,566,other,other
",",566,other,other
it,566,other,other
is,566,Predicate,other
also,566,other,other
possible,566,Predicate,other
that,566,other,other
it,566,Subject,other
could,566,Predicate,other
be,566,Predicate,other
a,566,Object,other
sign,566,Object,other
of,566,Object,other
kidney,566,Object,Subject
issues,566,Object,Subject
or,566,other,Subject
poor,566,Object,Subject
circulation,566,Object,Subject
",",566,other,other
both,566,other,other
of,566,other,other
which,566,other,other
could,566,Predicate,Predicate
be,566,Predicate,Predicate
related,566,Predicate,Predicate
to,566,Predicate,Predicate
prolonged,566,Object,Object
high,566,Object,Object
blood,566,Object,Object
sugar,566,Object,Object
levels,566,Object,Object
.,566,other,other
p,567,other,other
:,567,other,other
i,567,other,other
see,567,other,other
.,567,other,other
should,568,Predicate,other
i,568,Subject,other
be,568,Predicate,other
worried,568,other,other
?,568,other,other
a,569,other,other
:,569,other,other
not,569,other,other
necessarily,569,other,other
.,569,other,other
it,570,Subject,other
is,570,Predicate,Predicate
essential,570,Object,Object
to,570,Predicate,Subject
monitor,570,Predicate,Subject
it,570,Object,Subject
",",570,other,other
though,570,other,other
.,570,other,other
if,571,other,Object
the,571,Subject,Object
swelling,571,Subject,Object
worse,571,Predicate,Object
",",571,other,other
or,571,other,Object
is,571,Predicate,Object
accompanied,571,Predicate,Object
by,571,Predicate,Object
other,571,Object,Object
symptoms,571,Object,Object
like,571,Object,Object
pain,571,Object,Object
or,571,other,Object
warmth,571,Object,Object
in,571,Object,Object
the,571,Object,Object
area,571,Object,Object
",",571,other,other
you,571,Subject,Subject
should,571,Predicate,Predicate
reach,571,Predicate,Predicate
out,571,Predicate,Predicate
to,571,Predicate,Predicate
your,571,Object,Predicate
doctor,571,Object,Predicate
promptly,571,Object,Predicate
.,571,other,other
p,572,other,other
:,572,other,other
okay,572,other,other
",",572,other,other
i,572,other,other
will,572,other,other
take,572,other,other
note,572,other,other
of,572,other,other
that,572,other,other
.,572,other,other
is,573,Predicate,other
there,573,Subject,other
anything,573,other,other
i,573,Subject,other
can,573,Predicate,other
do,573,Predicate,other
to,573,Predicate,other
reduce,573,Predicate,other
the,573,Object,other
swelling,573,Object,other
?,573,other,other
a,574,other,other
:,574,other,other
el,574,Subject,Subject
your,574,Subject,Subject
feet,574,Subject,Subject
when,574,Object,Subject
sitting,574,Subject,Subject
",",574,other,other
reducing,574,Subject,Subject
sodium,574,Subject,Subject
intake,574,Subject,Subject
",",574,other,other
and,574,other,Subject
staying,574,Subject,Subject
hydra,574,Subject,Subject
are,574,Predicate,Predicate
all,574,Predicate,other
ways,574,Object,Object
to,574,Predicate,Object
manage,574,Predicate,Object
swelling,574,Object,Object
.,574,other,other
regular,575,Subject,Subject
exercise,575,Subject,Subject
",",575,other,other
such,575,Subject,Subject
as,575,Subject,Subject
your,575,Subject,Subject
daily,575,Subject,Subject
walks,575,Subject,Subject
",",575,other,other
can,575,Predicate,Predicate
also,575,Predicate,other
help,575,Predicate,Predicate
improve,575,Predicate,Predicate
circulation,575,Object,Object
.,575,other,other
p,576,other,other
:,576,other,other
thanks,576,other,other
for,576,other,other
the,576,other,other
advice,576,other,other
",",576,other,other
i,576,Subject,other
will,576,Predicate,other
incorporate,576,other,other
these,576,other,other
suggestions,576,other,other
and,576,other,other
monitor,576,Predicate,other
my,576,Object,other
feet,576,Object,other
for,576,Predicate,other
any,576,Object,other
changes,576,Object,other
.,576,other,other
p,577,other,other
:,577,other,other
my,577,Subject,Subject
ankles,577,Subject,Subject
often,577,Predicate,Predicate
swell,577,Predicate,Predicate
up,577,Predicate,Predicate
",",577,other,other
especially,577,Predicate,other
after,577,Predicate,Object
my,577,Object,Object
evening,577,Object,Object
walk,577,Object,Object
.,577,other,other
could,578,Predicate,Predicate
this,578,Subject,Subject
be,578,Predicate,Predicate
related,578,Predicate,Predicate
to,578,Predicate,Predicate
my,578,Object,Object
diabetes,578,Object,Object
?,578,other,other
a,579,other,other
:,579,other,other
yes,579,other,other
",",579,other,other
johanna,579,other,other
",",579,other,other
swelling,579,Subject,Subject
in,579,Subject,Subject
the,579,Subject,Subject
ankles,579,Subject,Subject
can,579,Predicate,Predicate
be,579,Predicate,Predicate
linked,579,Predicate,Predicate
to,579,Predicate,Predicate
complications,579,Object,Object
of,579,Object,Object
diabetes,579,Object,Object
",",579,other,other
such,579,Object,Object
as,579,Object,Object
poor,579,Object,Object
circulation,579,Object,Object
or,579,other,Object
kidney,579,Object,Object
issues,579,Object,Object
.,579,other,other
it,580,Subject,Subject
might,580,Predicate,Predicate
also,580,Predicate,other
be,580,Predicate,Predicate
related,580,Predicate,Predicate
to,580,Predicate,Predicate
your,580,Object,Object
arthritis,580,Object,Object
.,580,other,other
have,581,Predicate,Predicate
you,581,Subject,Subject
noticed,581,Predicate,Predicate
it,581,Object,Object
worse,581,Predicate,Object
on,581,Object,Object
colder,581,Object,Object
days,581,Object,Object
?,581,other,other
p,582,other,other
:,582,other,other
definitely,582,other,other
",",582,other,other
more,582,Predicate,other
so,582,Predicate,other
in,582,Object,other
winter,582,Object,other
.,582,other,other
would,583,Predicate,other
el,583,Subject,other
my,583,Subject,other
legs,583,Subject,other
help,583,Predicate,other
?,583,other,other
a,584,other,other
:,584,other,other
el,584,Subject,Subject
your,584,Subject,Subject
legs,584,Subject,Subject
